Posting_Link,Price,Year,Contact,ZipCode,Class,Category,Length,Make,Material,Fuel
https://www.boattrader.com/listing/2011-leopard-46m-103708420/,"$14,214,510",2011,37797772720,98000,Power,Mega Yachts,152',Other,Fiberglass,Diesel
https://www.boattrader.com/listing/1980-picchiotti-trideck-103689450/,"$3,500,000",1980,(954) 324-2855,33315,Power,Motor Yachts,151',Twin Inboard,Steel,Diesel
https://www.boattrader.com/listing/2019-vicem-46m-tri-deck-102097676/,Request a Price,2019,(941) 241-2528,34236,Power,"Motor Yachts, Mega Yachts",151',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/2003-christensen-custom-103689504/,"$16,495,000",2003,(949) 304-2926,92663,Power,Motor Yachts,150',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/2005-christensen-tri-deck-103689297/,"$13,750,000",2005,(954) 324-2855,33315,Power,Motor Yachts,150',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/1936-ferry-custom-103412807/,"$1,495,000",1936,13607915333,98402,Power,"Commercial Boats, Pilothouse",150',Single Inboard,Steel,Diesel
https://www.boattrader.com/listing/2010-richmond-yachts-tri-deck-motor-yacht-103167489/,"$14,950,000",2010,(954) 371-0258,33316,Power,"Motor Yachts, Mega Yachts",150',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/2020-tracker-pro-team-195-txw-tournament-edition-103719705/,Request a Price,2020,(888) 272-0392,38843,Power,Bass Boats,149',Single Outboard,Aluminum,Other
https://www.boattrader.com/listing/2006-sensation-yachts-cabernet-103251070/,"$10,950,000",2006,(954) 371-0258,33316,Power,"Motor Yachts, Mega Yachts",147',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/2010-benetti-145-vision-103532486/,"$11,900,000",2010,(954) 371-0258,33316,Power,"Motor Yachts, Mega Yachts",145',Twin Inboard,Composite,Diesel
https://www.boattrader.com/listing/1945-custom-defoe-shipbuilding-explorer-103074101/,"$2,950,000",1945,(757) 267-6674,23669,Power,"Mega Yachts, Cruise Ship",145',Twin Inboard,Steel,Diesel
https://www.boattrader.com/listing/1977-swiftships-143-103466429/,"$1,700,000",1977,(305) 710-3952,33316,Power,Motor Yachts,143',Twin Inboard,Aluminum,Diesel
https://www.boattrader.com/listing/2017-mangusta-oceano-42-103651716/,"$21,500,000",2017,(305) 745-7649,33133,Power,Mega Yachts,141',Twin Inboard,Aluminum,Diesel
https://www.boattrader.com/listing/2006-yamaha-boats-fx-cruiser-ho-103640727/,"$5,499",2006,(952) 260-3353,55391,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2006-yamaha-boats-fx-cruiser-ho-103640917/,"$5,499",2006,(651) 358-2541,55066,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2006-yamaha-boats-fx-cruiser-ho-103637877/,"$5,499",2006,(507) 593-7240,55901,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-cruiser-svho-103640577/,"$14,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-cruiser-svho-103641076/,"$14,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-cruiser-svho-103636780/,"$14,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103641079/,"$11,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103641074/,"$11,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103640574/,"$11,999",2019,(651) 358-2541,55066,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103640612/,"$11,999",2019,(651) 358-2541,55066,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103636808/,"$11,999",2019,(507) 593-7240,55901,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-ho-103636803/,"$11,999",2019,(507) 593-7240,55901,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-svho-103640777/,"$14,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-svho-103641275/,"$14,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-fx-svho-103636874/,"$14,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,141',Other,Other,Other
https://www.boattrader.com/listing/2018-canados-oceanic-fast-expedition-103220249/,Request a Price,2018,(954) 637-8372,33004,Power,Motor Yachts,140',Other,Fiberglass,Diesel
https://www.boattrader.com/listing/2020-majesty-majesty-140-103421748/,Request a Price,2020,(772) 232-4822,34994,Power,"Mega Yachts, Motor Yachts",140',Other,Fiberglass,Diesel
https://www.boattrader.com/listing/2019-south-bay-224sb2-2-75-103580775/,Request a Price,2019,(251) 250-0650,36542,Power,Pontoon Boats,140',Single Outboard,Aluminum,Gas
https://www.boattrader.com/listing/1999-intermarine-motor-yacht-103390280/,"$5,995,000",1999,(954) 371-0258,33316,Power,Motor Yachts,136',Other,Fiberglass,Diesel
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-230-w-sound-103641252/,"$14,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-230-w-sound-103640844/,"$14,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-230-w-sound-103636870/,"$14,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-300-103641013/,"$14,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-300-103640513/,"$14,999",2019,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx-ltd-300-103636800/,"$14,999",2019,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2014-sea-doo-gtx-limited-103641033/,"$10,799",2014,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2014-sea-doo-gtx-limited-103640480/,"$10,799",2014,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2014-sea-doo-gtx-limited-103637772/,"$10,799",2014,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxt-x-103640991/,"$14,899",2019,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxt-x-103640447/,"$14,899",2019,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxt-x-103636794/,"$14,899",2019,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2016-sea-doo-rxt-x-103712493/,"$12,999",2016,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2016-sea-doo-rxt-x-103712437/,"$12,999",2016,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2016-sea-doo-rxt-x-103712478/,"$12,999",2016,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-wake-pro-103640530/,"$13,799",2019,(651) 358-2541,55066,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-wake-pro-103641084/,"$13,799",2019,(952) 260-3353,55391,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-wake-pro-103636773/,"$13,799",2019,(507) 593-7240,55901,PWC,Personal Watercraft,136',Other,Other,Other
https://www.boattrader.com/listing/2019-ocean-alexander-135-megayacht-102878259/,Request a Price,2019,(888) 719-3246,33759,Power,"Mega Yachts, Motor Yachts, Express Cruiser",135',Twin Inboard,Fiberglass,Diesel
https://www.boattrader.com/listing/2019-ocean-alexander-motor-yacht-103117779/,Request a Price,2019,(206) 472-1626,98109,Power,Motor Yachts,135',Other,Fiberglass,Diesel
https://www.boattrader.com/listing/2008-broward-raised-pilothouse-103361574/,"$3,750,000",2008,(954) 371-0258,33316,Power,Flybridge,133',Twin Inboard,Aluminum,Diesel
https://www.boattrader.com/listing/2019-sea-doo-gti-se-103676891/,"$9,599",2019,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-103676908/,"$9,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-103676884/,"$9,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2018-sea-doo-gti-se-103676890/,"$8,599",2018,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2018-sea-doo-gti-se-103676889/,"$8,599",2018,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2018-sea-doo-gti-se-130-103640786/,"$8,999",2018,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2018-sea-doo-gti-se-130-103641277/,"$8,999",2018,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2018-sea-doo-gti-se-130-103636878/,"$8,999",2018,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103641175/,"$9,599",2019,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103640573/,"$9,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103641297/,"$9,599",2019,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103640848/,"$9,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103640831/,"$9,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103641284/,"$9,599",2019,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103641072/,"$9,599",2019,(952) 260-3353,55391,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103640623/,"$9,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103637884/,"$9,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103636891/,"$9,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103636782/,"$9,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gti-se-155-103636821/,"$9,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,133',Other,Other,Other
https://www.boattrader.com/listing/2017-yamaha-boats-ex-deluxe-103640769/,"$7,999",2017,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2017-yamaha-boats-ex-deluxe-103641268/,"$7,999",2017,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2017-yamaha-boats-ex-deluxe-103637785/,"$7,999",2017,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103640894/,"$12,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103641266/,"$12,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103640625/,"$12,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103640775/,"$12,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103636893/,"$12,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103636810/,"$12,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640806/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640570/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641090/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640889/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640836/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641104/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640511/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641206/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641258/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641053/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640837/,"$10,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103640630/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103641264/,"$10,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636820/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636883/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636791/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636792/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636854/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636898/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-ho-103636845/,"$10,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103640805/,"$9,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103641014/,"$9,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103641204/,"$9,499",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103640540/,"$9,499",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103636844/,"$9,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103636784/,"$9,499",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vxr-103641294/,"$10,799",2019,(952) 260-3353,55391,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vxr-103640794/,"$10,799",2019,(651) 358-2541,55066,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2019-yamaha-boats-vxr-103636809/,"$10,799",2019,(507) 593-7240,55901,PWC,Personal Watercraft,132',Other,Other,Other
https://www.boattrader.com/listing/2013-columbus-yachts-40s-hybrid-103643877/,"$12,999,000",2013,(954) 328-2700,33316,Power,Motor Yachts,131',Twin Inboard,Aluminum,Diesel
https://www.boattrader.com/listing/2019-sea-doo-gtx230-103640604/,"$12,599",2019,(651) 358-2541,55066,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-gtx230-103636832/,"$12,599",2019,(507) 593-7240,55901,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2004-sea-doo-rxp-215-103712439/,"$3,999",2004,(507) 593-7240,55901,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2004-sea-doo-rxp-215-103712473/,"$3,999",2004,(651) 358-2541,55066,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2004-sea-doo-rxp-215-103712463/,"$3,999",2004,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2015-sea-doo-rxp-x-260-103712488/,"$9,999",2015,(651) 358-2541,55066,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2015-sea-doo-rxp-x-260-103712442/,"$9,999",2015,(507) 593-7240,55901,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2015-sea-doo-rxp-x-260-103712484/,"$9,999",2015,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103676904/,"$14,999",2019,(651) 358-2541,55066,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103641299/,"$14,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103641304/,"$14,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103676920/,"$14,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103640849/,"$14,999",2019,(651) 358-2541,55066,PWC,Personal Watercraft,131',Other,Other,Other
https://www.boattrader.com/listing/2019-sea-doo-rxp-x-300-103641300/,"$14,999",2019,(952) 260-3353,55391,PWC,Personal Watercraft,131',Other,Other,Other
